Mean,StdDev,Entropy,Kurtosis,Skewness,MinValue,MaxValue,Range,UniqueByteCount,Ciphertext,Label
135.875,74.45206091841918,4.937499995527645,-1.2004539891332073,-0.24248957390095935,4,255,251,31,35a29a7ff2d85f1412ff1904cfc4e02d923992a86572c9c225e279883cb4e6bc,AES-128
113.28125,78.35545385253984,4.812499995816185,-1.2922660786231495,0.2783238054768935,10,251,241,29,edcbd5ef20177f34802158a31217b2ec202c0a736664b89c7b2ed50c1d4afb8d,AES-128
131.4375,73.81731567694669,4.937499995527645,-1.1321955354486706,0.2648599091527014,18,249,231,31,f97bf712ef3b647d129c173143676b7aec77e0b0893cf5445b662ce590f1b568,AES-128
132.03125,70.30001972572624,4.812499995816184,-1.229109461708316,0.07055922083969622,4,254,250,29,e2694a6a9938e06a79a93898e3289a58fee9cdd8ab9dc44132041e348c4ee25b,AES-128
121.84375,75.30193779669618,4.937499995527645,-1.237200819792361,-0.1558966147696445,0,243,243,31,6cb0f0c40419eba826158bad8c4c4c98b400a59217013db13c2ccdd47970f3b6,AES-128
109.4375,75.5955262813217,4.937499995527645,-1.1831336025213,0.23777229927356977,3,249,246,31,947671815308f0a3a914be0df9681d4cc1695b110c4ec1cbdb7f1c49df03282d,AES-128
145.8125,69.1878952111567,4.937499995527645,-1.0557498460601968,-0.3851789091604659,8,247,239,31,5dce500895ddd98adc7d1789db7af7e748db351ecf2cc368d382e2a0a8ae9e4f,AES-128
109.125,67.93919616097912,4.749999995960454,-0.8687675521198877,0.3622617744533061,1,238,237,28,4b33a9879b29b14c7427e98a4c01be39ea89502b8a5fd7b56f3c4d06434bee06,AES-128
132.75,68.31910420958401,4.937499995527645,-1.0522489235628882,0.0402170534219794,4,250,246,31,50f9a38cb12d4b3672765952bc6edee404780ba8cd4d46387871d7c665d1fac5,AES-128
151.6875,62.647045770331424,4.8749999956719146,-0.2867133243339408,-0.572738438901561,0,250,250,30,c3ef7d308ddb7c8d18fa44a1a371aa8fc9cfebddc788003b8a75bfdcc4b17475,AES-128
123.21875,76.4271443823299,4.874999995671915,-1.323891494557132,0.048988241736277895,0,248,248,30,f8d4d0212c004da396eb7432b4a4209c1853871da5d9f61ceb69a51989a6373c,AES-128
121.15625,76.43588382387883,4.687499996104723,-1.0796081022627766,0.45443291107817574,4,255,251,27,f1506480403e65049e462046b0f2275cfcec047a5268522ecbec405affd2ae3a,AES-128
132.40625,68.0082069381152,4.812499995816184,-1.1249627137376843,-0.3124042343413047,2,233,231,29,c157d11dc720e9bd3e02c578d77e955ebb6b7898bdba59d679cf7651d74d170f,AES-128
130.71875,59.75482949885725,4.874999995671915,-1.3162557901448921,0.2265738506422906,42,232,190,30,6a6773dd3faee8c2cd33e39e67872aad3c776842d5ba56454c64d8373c8bbf8d,AES-128
120.8125,70.02519077981866,4.874999995671914,-0.8738913003312789,0.11344596517692955,1,247,246,30,60db2e073f9b5162f3e67601690771819f52a1def7a423d8a29f487e258e3378,AES-128
146.625,66.1176744524488,4.874999995671915,-0.9945365389017269,-0.41817690512634487,15,250,235,30,3dfa0fef7fb8a63bc761cd99459097d56ec9bbae8e3af1c819c77bcdbdbc2d49,AES-128
130.75,71.53932485004314,4.937499995527645,-1.1580619108137986,-0.1380120699591599,2,248,246,31,8f902e4c8e37e0024b62a270c9833d850cd17ad9e41723eca8b4cec162a527f8,AES-128
125.34375,76.67936871113051,4.874999995671915,-1.3853601348910525,0.19474978050057634,14,255,241,30,f2c863a11f163948ffb628482c440edd3e34e85aed99d4dda0da4c7e58109888,AES-128
133.8125,66.41791809255993,4.937499995527645,-0.9079244912783007,0.08755148439775583,6,245,239,31,1582dadd726d44f1a0f34d1859d062b260b506d449d96e77575aae7d8b7d54f5,AES-128
124.125,63.40186807184785,4.788909761373575,-1.019601515463495,0.13510665162694568,20,237,217,29,6bc6808263a132145a245f23b781ed635fbf76e171bd25c4ec435f17c55b73bb,AES-128
115.375,70.45643600835909,4.7499999959604535,-1.086882203377716,0.08074673417494947,2,251,249,28,0f0cb3510293c09990b80b7a89932831cd28bcf424b254a0fb515a316b3dc867,AES-128
132.5625,64.70265522951898,4.937499995527645,-0.6699081182708246,-0.5292850399247787,2,237,235,31,7eb09687df32c7b6ab9319c476020eb128867387a2ed984fcc44bb0d72dd839f,AES-128
142.40625,78.35331014665239,4.7264097615178455,-1.495942149789189,0.05816923372830833,19,247,228,28,52f3f63558eb61f7f4f71b785f8a4fe5f73527307e2a8ad7dbda79cfbb676913,AES-128
123.21875,75.20087033031932,4.812499995816184,-1.0326591939111431,0.32261292243363343,1,254,253,29,a02f5f5d2ca8f1f1fd515a10941b2580fe6554ba7a9e3101bb38fcd65a2e6aa8,AES-128
125.5625,72.14176040096332,4.999999995383375,-0.9064905021076268,-0.019385301491072406,5,255,250,32,a25e7614e8c2b0f19741f281089190939a8c2a6d5bdd3b8d05c407ff1e4d954a,AES-128
122.375,80.5674213004239,4.812499995816184,-1.3779186235520702,-0.05481063778910079,2,247,245,29,d7b85cf306d7032d0248b9ccb031eabc1a0f28397a598cf757e40283c4b56f83,AES-128
128.46875,66.66848223439244,4.937499995527645,-1.1630866143096208,0.3030783778310597,22,249,227,31,2d2ddb854d363b96f06450e5dae44478925467cd3f29c76ff9b48e16af76517f,AES-128
121.8125,83.82363833519754,4.937499995527645,-1.467726207014572,-0.041118988407263087,0,252,252,31,fca5b3e9d27e004607b9cd78da499225c54a2a1cbf02183bc1ba58f862e70704,AES-128
135.71875,76.37990343302026,4.937499995527645,-1.343065012429591,-0.25284844727980915,8,248,240,31,e016e829936fbabdc739596063dbc3dc8c3925e1089acbf8b2790dbc91ea2f13,AES-128
125.5,66.80241387854184,4.8749999956719146,-0.9236603754001074,-0.08195916972581553,2,249,247,30,0a5e7bb424277402b07b7a15b879505292f9b4eb4e42af77c5dfc27c65a82dcf,AES-128
118.8125,67.38992761347944,4.812499995816185,-1.1715695907821118,0.0936077748446853,7,244,237,29,640c59a1b1d07ec3c41907aa3e34c926eb5526a53c6c5543c4972e864ea67df4,AES-128
142.4375,80.60239508693275,4.8749999956719146,-1.442884979893244,-0.13238255844762994,6,254,248,30,bee1543a986df9209ff335f334fd06211fc03fb3b5812451fed2a1b4b3f140ec,AES-128
126.625,75.18633103829445,4.812499995816184,-1.1651551084005558,-0.09375495639514635,1,252,251,29,80ac29d54589662aa3fc690b0283905efa906a199f23c1ac01e2cadb35db36bc,AES-128
120.59375,74.54522929696776,4.999999995383375,-1.1123286262493544,0.10034255014606237,2,247,245,32,934830a4cf99b147f4326ea0b59cf71074d696022e265e34ee4b6b0ba604f067,AES-128
136.1875,72.00886989635374,4.8749999956719146,-1.0831538988155653,-0.1738547221099551,0,238,238,30,d8003e772284ead7827128cfeee8eb81686503736da028d79fbfc15537a6e75f,AES-128
134.96875,85.86343967858205,4.999999995383375,-1.4727351011079948,-0.10280124701926348,1,255,254,32,7aec1093dee92d9ee79d447476b4ed151134c6ffe401fe3f94ba36fbcd3b0722,AES-128
130.0625,75.26824425845204,4.999999995383375,-1.2058721112946917,-0.03507078507765418,1,245,244,32,6493f353418d0e5e71f519cf42e078dbb04caa1a772b89c3ede6b401e310548b,AES-128
112.78125,76.19577349458105,4.937499995527645,-1.0902826488138424,0.3276563247749297,5,246,241,31,055f155e1d55f606eb7516bb174a821244727cd5df154cf3d7794f7fde70b652,AES-128
142.09375,77.99293212168331,4.937499995527645,-1.4253198739845243,-0.16840542723953994,5,254,249,31,43d7af6005339339a889f4fa5d3516cb1eb457feeacc31e484eb4c31e6c7bcbd,AES-128
139.09375,81.71190219874642,4.937499995527645,-1.6014624445428816,-0.24494282199484935,6,250,244,31,0dc6ebc8ed2cc5fac42ed6cb28aa28e4c12df652064cba6945d746bed32b1ead,AES-128
143.96875,69.45838879096966,4.874999995671915,-0.9220825940294128,-0.3130854611554147,1,253,252,30,01697f0dba82bcfdeeaf807c7a6ac3e8d5eed25655cb4bd8983bc295d82b236e,AES-128
150.125,76.20439209783122,4.812499995816184,-1.001215230617355,-0.521180866944889,1,250,249,29,95e58630882ea747f60e13ddd52ebba1bafa2a80f3bddcc667ecbd01869beecd,AES-128
146.90625,82.45466912757276,4.812499995816184,-1.2366100306904715,-0.2900828294163352,1,253,252,29,019078db5b91d102faf24976fd862194f856f2dd105490df15fb60b32fe4dfd2,AES-128
126.5625,81.80614948614804,4.8749999956719146,-1.368274013797757,0.06735196281781383,6,254,248,30,fa7f870fe491347937061281a2c3340f3f41f93df6e3feb035bade9f86c50b2a,AES-128
144.78125,70.85184117888187,4.749999995960454,-0.8973941606610873,-0.4334353774322608,1,255,254,28,ee8dc5e4c116ffef898b68ab01aa3b975cb2e47a49b627b8108bb0db3bcbcb4b,AES-128
127.59375,76.30811694005756,4.937499995527645,-1.3509744215631279,-0.03480416757393395,1,255,254,31,3145e5fdffb68ae1aa01b6cf9a37421f5d3daddaafa207203a71c3b4215a2cb7,AES-128
122.375,75.28767744458584,4.937499995527645,-0.8707779983834119,-0.01676047815637493,1,255,254,31,a2db65760295c0b8a95883884b55dcc2478a8b78012e811f5d93ff0604fff60a,AES-128
130.46875,74.46894670557319,4.874999995671915,-1.3188470137387465,-0.22284389830124904,8,253,245,30,d0e03e19129f08c3c9fdc79b803fbf4338aacab61cebd38b7c54539f1c0cc072,AES-128
158.4375,71.1437530198541,4.8749999956719146,-0.7621820474519319,-0.5935568744897175,7,247,240,30,7b745ff39ef7ae0df7c9473ad7a107727dc8d3e4cfb09eddefe2ed233e839ad9,AES-128
109.90625,81.66982282910561,4.874999995671915,-1.327808799999106,0.3070294550655492,1,246,245,30,f6b6876f2d1c272bce0dafb57b54314d200d13f2f3722601ce5b1e0286dfed9b,AES-128
145.75,63.75784265484521,4.812499995816185,-1.2615934854399895,0.046182740830623875,30,254,224,29,d6fe5bd95650d97474677ca1933bf2a1c9dbaf55b985d07ec41ebf414efa3e48,AES-128
121.15625,65.24669980878343,4.749999995960454,-0.5828960913724548,0.18203572190098527,5,254,249,28,2774df890ab587fead6b8e874c822088378e3f058872cee5f2519b501f407c7c,AES-128
143.09375,75.7798453478067,4.874999995671915,-1.2521782975416154,-0.22722400819837152,8,252,244,30,489ee9a3b77141185af187851ff72c44b0f3abcdd4105e5ad25908e7cfcfa8fc,AES-128
131.90625,81.5756395067639,4.812499995816184,-1.4064586897263385,-0.16552494871447943,4,248,244,29,d9f622692ced04149f93aff82cc676c6b7043463a6bbbeaef728714b2adb07e5,AES-128
121.59375,74.86774145743613,4.8749999956719146,-1.2080841668636888,0.04560700811242338,0,255,255,30,7a841198c70abcbcf43bce444712ff35224088b59d1f5a8a305c86c600f0d19d,AES-128
127.90625,75.34311488741025,4.999999995383375,-1.150796531279951,0.00830740924859535,5,250,245,32,2c140b8b265d406fc0fa754df233eae3450795d28f8605ca9cd5965862f4b883,AES-128
120.125,84.31405206132605,4.937499995527645,-1.522940679512732,0.07489183818371029,5,253,248,31,df80f4df48faa023da134ab5d40a4c0f1f051bfd4f19b7a21617adb3d3978331,AES-128
133.84375,64.33511355346705,4.812499995816185,-0.7669761168267026,-0.6239654211094162,0,217,217,29,d87e30b1ac89c50a9c001e86a620ca78d92fa5c8258c6e7361d87ec78db9c1ac,AES-128
152.625,61.78579428153368,4.874999995671915,-0.8510845719111853,-0.3639751134043753,14,242,228,30,c934a763a44e39c7ebf2a56ba793d675cfde64db3a0e70a8597cb4eb94ef9cca,AES-128
146.6875,73.94399802384234,4.999999995383375,-1.232233930306459,-0.28399818395794596,7,249,242,32,f45215bf6ff907dabdc8e8d3dc44af77ee202fb9482bc47a916edd9058b6f854,AES-128
141.6875,73.93300916201099,4.937499995527645,-1.1464573717674842,-0.1679004928116183,10,255,245,31,d9657f3bc44be31e42c4da5dc2f92494ff96ab6e216213ed8acca20a8c77feca,AES-128
98.8125,74.27837736346964,4.999999995383375,-0.9116353557741048,0.6088026552691485,3,243,240,32,aa755e41df093c2aef13270346713d1db71e0d5d4588f02ef3c019b28e248a2d,AES-128
142.71875,73.28720658094085,4.999999995383375,-1.0527945587589576,-0.370856556971902,7,254,247,32,aef3e00d4efebb32c6339b12352660acd68cfa9ea607d549c385b79f7d79dbcf,AES-128
112.8125,66.05558147310491,4.874999995671915,-0.6715078175506433,0.10327620579054433,5,248,243,30,740c61e008cd58524697505005947942724c947b2c9d78f8e20d0796718ebdbb,AES-128
139.15625,73.17150631179804,4.812499995816184,-1.323237972248806,-0.046331800499666745,12,240,228,29,e17d2dea55a523735fe2e2285abce41c536cef5cb092920c3faead8033e8f0f0,AES-128
129.28125,82.43225793606226,4.937499995527645,-1.435367419111036,0.09177661730350042,3,255,252,31,ee7e23f003e1836a20718d3d2ac0ff382ed2dc7cf82cf27c11b0873cc20eef30,AES-128
141.4375,78.62169607525648,4.874999995671915,-1.2599926123020349,-0.35272675532016134,5,251,246,30,b33e90c2da050f2308e063c4bf618cb36e30bd7ddfdde346fbe53611def9b47d,AES-128
129.5625,84.88372101734231,4.874999995671915,-1.5220292443243795,0.07637790325705496,5,251,246,30,27169b6e08f7f0302f6654426f73f6a5d3d396fbed05f928c315d62e42b7e323,AES-128
129.125,66.95509222605851,4.8749999956719146,-0.7827918144464405,-0.17349970313646018,3,250,247,30,30660a7fcd74d66fb31f96c03aba7e9c92038108c97f80ec577bfa4ed44ad06f,AES-128
134.625,68.48482952450127,4.7499999959604535,-0.7771718101000316,-0.18127096801917844,4,243,239,28,e8a07296f367f25eadcdb655eabcec670822116363267db6b8a2a37172598504,AES-128
132.5625,81.65511982570352,4.8749999956719146,-1.5179161927692877,-0.030806055744280438,7,255,248,30,ffdfe837f5e2402215a8fe9074e253072709433bd229c3b8ac96b451402bbecd,AES-128
131.09375,81.86168188436822,4.937499995527645,-1.4334992030577172,-0.12127886666830107,4,255,251,31,156617093bc78a20c9f3bdd1f004a7e3de8eff6325af3d6716e09652be1676e6,AES-128
113.5625,50.112334746547184,4.749999995960454,-0.3432662761704788,0.04505688388486454,14,223,209,28,709eac647b2cc1b5174f417051b6df89605e74be728b7b0e725e8f7d1b425a68,AES-128
116.09375,64.44637275237064,4.999999995383376,-0.857111468055602,0.26402510011162295,5,250,245,32,9f412dbb65729b4def548c0d3d4970c94bce0523fa89b06d2731948847b5bf51,AES-128
124.90625,77.80679572465056,4.874999995671915,-1.3073837170587992,-0.13516077966942114,1,252,251,30,017d4012b5b1c7defc94e914b32d9bcf15444eac1af0a5b67dde381785900470,AES-128
